ID	Type	Annotator	LABEL	Text								
1032	additional	Nora	n/a	1: person 1 - Hey.								
1033	additional	Nora	n/a	2: person 2 - Hi.								
1034	additional	Nora	Agreement	3: person 3 - " I want to apologize for Amy last night. She was completely out of line. Are you, are you not speaking to me or did the screen freeze again?"								
1035	additional	Nora	n/a	4: person 2 - Amy wasn’t the problem.								
1036	additional	Nora	n/a	0: Scene - The Apartment.								
1037	additional	Nora	n/a	1: person 1 - " Sheldon, your food’s getting cold."								
1038	additional	Nora	Agreement	2: person 2 - " I’ll eat later. Right now, I’m suckling at the informative bosom of mother physics."								
1039	additional	Nora	Approbation	3: person 3 - It’s hot when Sheldon talks dirty.								
1040	additional	Nora	n/a	4: person 4 - " So, I found this Web site where you send them pictures, they sculpt your head and make an action figure out of you. How awesome is that?"								
1041	additional	Nora	n/a	0: person 1 - " Penny, it’s your lucky day. Three of the eggs are clearly not jumbo. Grab your keys."								
1042	additional	Nora	n/a	1: Scene - The comic book store.								
1043	additional	Nora	Tact	2: person 2 - " Uh, Stuart, I was wondering if you could help me find something."								
1044	additional	Nora	Agreement	3: person 3 - " Happy to, unless it’s hope or a reason to live."								
1045	additional	Nora	Tact	4: person 2 - " Oh, you make me laugh, sad clown. Anyhoo, Leonard will be back in a couple days and I need a welcome home gift for him. As he’s been at sea, perhaps something with a nautical theme might be appropriate."								
1046	additional	Nora	n/a	0: person 1 - " I can just picture them all right now at Feynman’s house, probably discussing Schrodinger and at the same time, not discussing Schrodinger. See? They’re missing out on hilarious jokes like that."								
1047	additional	Nora	n/a	1: person 2 - " And at the same time, not."								
1048	additional	Nora	n/a	2: person 1 - It reminds me of when my stupid brother and sister would build forts in the living room and wouldn’t let me in. I hated that so much.								
1049	additional	Nora	Tact	3: person 2 - " You know, there’s nothing I can do about getting you invited to the symposium, but if you wanted, we could build a fort."								
1050	additional	Nora	n/a	4: person 1 - Isn’t that a little juvenile?								
1051	additional	Nora	n/a	0: person 1 - How much?								
1052	additional	Nora	Agreement	1: person 2 - Let’s not talk about this in front of our friends.								
1053	additional	Nora	n/a	2: person 1 - Was it more or less than falconry school?								
1054	additional	Nora	n/a	3: person 2 - " For the tenth time, that was a Groupon."								
1055	additional	Nora	n/a	4: person 3 - Like I would swing with him.								
1056	additional	Nora	n/a	0: person 1 - Who’s Erno Rubik?								
1057	additional	Nora	n/a	1: person 2 - Seriously? He invented the Rubik’s Cube.								
1058	additional	Nora	Agreement	2: person 3 - " Okay, fine, but why would you invite him to our wedding?"								
1059	additional	Nora	n/a	3: person 2 - " Because, despite his fame and fortune, he strikes me as a lonely man."								
1060	additional	Nora	Approbation	4: person 1 - " Well, it’s very sweet of you to go to all this trouble for Leonard’s mother."								
1061	additional	Nora	n/a	0: Scene - A children’s play area.								
1062	additional	Nora	n/a	1: person 1 - Hi. I’m Dr. Hofstadter. Where is he?								
1063	additional	Nora	n/a	2: person 2 - Ball pit.								
1064	additional	Nora	n/a	3: person 1 - Thanks for not calling the cops.								
1065	additional	Nora	Agreement	4: person 2 - " Oh, hey, it’s no big deal. My sister’s got a kid who’s special."								
1066	additional	Nora	n/a	0: person 1 - " I don’t know what’s scarier, the bathroom clowns or the woman that put them there."								
1067	additional	Nora	n/a	1: person 2 - " All I know is you can only fit one of her in a car. And there’s the clown that came out of her. I really didn’t want to come here, but this is shaping up to be one of the best Thanksgivings I’ve had in a long time."								
1068	additional	Nora	Agreement	2: person 1 - " Me, too."								
1069	additional	Nora	n/a	3: person 3 - " Hey. Howie says you’ve been making fun of him all day. Now, both of you apologize right now."								
1070	additional	Nora	n/a	4: person 2 - She’s so tiny. It’s funny when she’s mad.								
1071	additional	Nora	Approbation	0: person 1 - I’m not saying that you’re not fun. You’re the most fun person I know.								
1072	additional	Nora	Agreement	1: person 2 - A lot of people think I’m fun to be around.								
1073	additional	Nora	n/a	2: person 1 - " Don’t be needy, bestie. That’s probably part of what chased Leonard away. What I am saying, Sheldon, is that your group is Leonard-centric. If it were a town, it would be Leonardville. If it were an Islamic nation, Leonardstan. If it were the birthplace of motion pictures, we’d all be singing Hooray for Leonardwood."								
1074	additional	Nora	n/a	3: person 2 - " Ooh, I got one. If you guys were a band, you’d be called Leonard and the Leonards."								
1075	additional	Nora	n/a	4: person 1 - So needy.								
1076	additional	Nora	n/a	0: person 1 - " I don’t know about you guys, but I’m gonna make a beeline for the place that gives you a princess makeover."								
1077	additional	Nora	Agreement	1: person 2 - " Ooh, that sounds like fun."								
1078	additional	Nora	Tact	2: person 3 - " You’re kidding, right? We’re not just gonna get drunk and go on rides?"								
1079	additional	Nora	n/a	3: person 2 - " Come on, do it with us."								
1080	additional	Nora	Agreement	4: person 3 - " All right, whatever. How does it work?"								
1081	additional	Nora	Tact	0: person 1 - Can you sing “Soft Kitty”.								
1082	additional	Nora	n/a	1: person 2 - What?								
1083	additional	Nora	n/a	2: person 1 - My mom used to sing it to me when I was sick.								
1084	additional	Nora	Tact	3: person 2 - " I’m sorry, honey, I don’t know it."								
1085	additional	Nora	n/a	4: person 1 - " I’ll teach you. “Soft kitty, warm kitty, little ball of fur, happy kitty, sleepy kitty, purr purr purr.” Now you. "								
1086	additional	Nora	n/a	0: person 1 - Why didn’t you tell me you knew Elizabeth Plimpton? I am a huge fan of hers!								
1087	additional	Nora	n/a	1: person 2 - " I didn’t realize I was obligated to share my connection with things you’re a fan of, but very well. You enjoy Canadian bacon. I’ve been to Toronto."								
1088	additional	Nora	Agreement	2: person 1 - " Okay, fine. Where is she going to sleep?"								
1089	additional	Nora	n/a	3: person 2 - " My room, of course."								
1090	additional	Nora	n/a	4: person 3 - Holy crap! (Through napkin) Holy crap!								
1091	additional	Nora	Sympathy	0: person 1 - Congratulations.								
1092	additional	Nora	n/a	1: person 2 - How’s Bernadette?								
1093	additional	Nora	Approbation	2: person 3 - " Tired, but great. They’re both great."								
1094	additional	Nora	n/a	3: person 4 - Does the baby have a name yet?								
1095	additional	Nora	n/a	4: person 3 - We have named her Halley.								
